"index","probe.id","gene.id"
10742,"201293_x_at","PPIA"
10743,"201294_s_at","WSB1"
10744,"201295_s_at","WSB1"
10745,"201296_s_at","WSB1"
10746,"201297_s_at","MOB1A"
10747,"201298_s_at","MOB1A"
10748,"201299_s_at","MOB1A"
10749,"201300_s_at","PRNP"
10750,"201301_s_at","ANXA4"
10751,"201302_at","ANXA4"
10752,"201303_at","EIF4A3"
10753,"201304_at","NDUFA5"
10754,"201305_x_at","ANP32B"
10755,"201306_s_at","ANP32B"
10756,"201307_at","SEPTIN11"
10757,"201308_s_at","SEPTIN11"
10758,"201309_x_at","NREP"
10759,"201310_s_at","NREP"
10760,"201311_s_at","SH3BGRL"
10761,"201312_s_at","SH3BGRL"
10762,"201313_at","ENO2"
10763,"201314_at","STK25"
10764,"201315_x_at","IFITM2"
10765,"201316_at","PSMA2"
10766,"201317_s_at","PSMA2"
10767,"201318_s_at","MYL12A"
10768,"201319_at","MYL12A"
10769,"201320_at","SMARCC2"
10770,"201321_s_at","SMARCC2"
10771,"201322_at","ATP5F1B"
10772,"201323_at","EBNA1BP2"
10773,"201324_at","EMP1"
10774,"201325_s_at","EMP1"
10775,"201326_at","CCT6A"
10776,"201327_s_at","CCT6A"
10777,"201328_at","ETS2"
10778,"201329_s_at","ETS2"
10779,"201330_at","RARS1"
10780,"201331_s_at","STAT6"
10781,"201332_s_at","STAT6"
10782,"201333_s_at","ARHGEF12"
10783,"201334_s_at","ARHGEF12"
10784,"201335_s_at","ARHGEF12"
10785,"201336_at","VAMP3"
10786,"201337_s_at","VAMP3"
10787,"201338_x_at","GTF3A"
10788,"201339_s_at","SCP2"
10789,"201340_s_at","ENC1"
10790,"201341_at","ENC1"
10791,"201342_at","SNRPC"
10792,"201343_at","UBE2D2"
10793,"201344_at","UBE2D2"
10794,"201345_s_at","UBE2D2"
10795,"201346_at","ADIPOR2"
10796,"201347_x_at","GRHPR"
10797,"201348_at","GPX3"
10798,"201349_at","NHERF1"
10799,"201350_at","FLOT2"
10800,"201351_s_at","YME1L1"
10801,"201352_at","YME1L1"
10802,"201353_s_at","BAZ2A"
10803,"201354_s_at","BAZ2A"
10804,"201355_s_at","BAZ2A"
10805,"201356_at","SF3A1"
10806,"201357_s_at","SF3A1"
10807,"201358_s_at","COPB1"
10808,"201359_at","COPB1"
10809,"201360_at","CST3"
10810,"201361_at","TMEM109"
10811,"201362_at","IVNS1ABP"
10812,"201363_s_at","IVNS1ABP"
10813,"201364_s_at","OAZ2"
10814,"201365_at","OAZ2"
10815,"201366_at","ANXA7"
10816,"201367_s_at","ZFP36L2"
10817,"201368_at","ZFP36L2"
10818,"201369_s_at","ZFP36L2"
10819,"201370_s_at","CUL3"
10820,"201371_s_at","CUL3"
10821,"201372_s_at","CUL3"
10822,"201373_at","PLEC"
10823,"201374_x_at","PPP2CB"
10824,"201375_s_at","PPP2CB"
10825,"201376_s_at","HNRNPF"
10826,"201377_at","UBAP2L"
10827,"201378_s_at","UBAP2L"
10828,"201379_s_at","TPD52L2"
10829,"201380_at","CRTAP"
10830,"201381_x_at","CACYBP"
10831,"201382_at","CACYBP"
10832,"201383_s_at","NBR1"
10833,"201384_s_at","NBR1"
10834,"201385_at","DHX15"
10835,"201386_s_at","DHX15"
10836,"201387_s_at","UCHL1"
10837,"201388_at","PSMD3"
10838,"201389_at","ITGA5"
10839,"201390_s_at","CSNK2B"
10840,"201391_at","TRAP1"
10841,"201392_s_at","IGF2R"
10842,"201393_s_at","IGF2R"
10843,"201394_s_at","RBM5"
10844,"201395_at","RBM5"
10845,"201396_s_at","SGTA"
10846,"201397_at","PHGDH"
10847,"201398_s_at","TRAM1"
10848,"201399_s_at","TRAM1"
10849,"201400_at","PSMB3"
10850,"201401_s_at","GRK2"
10851,"201402_at","GRK2"
10852,"201403_s_at","MGST3"
10853,"201404_x_at","PSMB2"
10854,"201405_s_at","COPS6"
10855,"201406_at","RPL36A"
10856,"201407_s_at","PPP1CB"
10857,"201408_at","PPP1CB"
10858,"201409_s_at","PPP1CB"
10859,"201410_at","PLEKHB2"
10860,"201411_s_at","PLEKHB2"
10861,"201412_at","LRP10"
10862,"201413_at","HSD17B4"
10863,"201414_s_at","NAP1L4"
10864,"201415_at","GSS"
10865,"201416_at","SOX4"
10866,"201417_at","SOX4"
10867,"201418_s_at","SOX4"
10868,"201419_at","BAP1"
10869,"201420_s_at","WDR77"
10870,"201421_s_at","WDR77"
10871,"201422_at","IFI30"
10872,"201423_s_at","CUL4A"
10873,"201424_s_at","CUL4A"
10874,"201425_at","ALDH2"
10875,"201426_s_at","VIM"
10876,"201427_s_at","SELENOP"
10877,"201428_at","CLDN4"
10878,"201429_s_at","RPL37A"
10879,"201430_s_at","DPYSL3"
10880,"201431_s_at","DPYSL3"
10881,"201432_at","CAT"
10882,"201433_s_at","PTDSS1"
10883,"201434_at","TTC1"
10884,"201435_s_at","EIF4E"
10885,"201436_at","EIF4E"
10886,"201437_s_at","EIF4E"
10887,"201438_at","COL6A3"
10888,"201439_at","GBF1"
10889,"201440_at","DDX23"
10890,"201441_at","COX6B1"
10891,"201442_s_at","ATP6AP2"
10892,"201443_s_at","ATP6AP2"
10893,"201444_s_at","ATP6AP2"
10894,"201445_at","CNN3"
10895,"201446_s_at","TIA1"
10896,"201447_at","TIA1"
10897,"201448_at","TIA1"
10898,"201449_at","TIA1"
10899,"201450_s_at","TIA1"
10900,"201451_x_at","RHEB"
10901,"201452_at","RHEB"
10902,"201453_x_at","RHEB"
10903,"201454_s_at","NPEPPS"
10904,"201455_s_at","NPEPPS"
10905,"201456_s_at","BUB3"
10906,"201457_x_at","BUB3"
10907,"201458_s_at","BUB3"
10908,"201459_at","RUVBL2"
10909,"201460_at","MAPKAPK2"
10910,"201461_s_at","MAPKAPK2"
10911,"201462_at","SCRN1"
10912,"201463_s_at","TALDO1"
10913,"201464_x_at","JUN"
10914,"201465_s_at","JUN"
10915,"201466_s_at","JUN"
10916,"201467_s_at","NQO1"
10917,"201468_s_at","NQO1"
10918,"201469_s_at","SHC1"
10919,"201470_at","GSTO1"
10920,"201471_s_at","SQSTM1"
10921,"201472_at","VBP1"
10922,"201473_at","JUNB"
10923,"201474_s_at","ITGA3"
10924,"201475_x_at","MARS1"
10925,"201476_s_at","RRM1"
10926,"201477_s_at","RRM1"
10927,"201478_s_at","DKC1"
10928,"201479_at","DKC1"
10929,"201480_s_at","SUPT5H"
10930,"201481_s_at","PYGB"
10931,"201482_at","QSOX1"
10932,"201483_s_at","SUPT4H1"
10933,"201484_at","SUPT4H1"
10934,"201485_s_at","RCN2"
10935,"201486_at","RCN2"
10936,"201487_at","CTSC"
10937,"201488_x_at","KHDRBS1"
10938,"201489_at","PPIF"
10939,"201490_s_at","PPIF"
10940,"201491_at","AHSA1"
10941,"201492_s_at","RPL41"
10942,"201493_s_at","PUM2"
10943,"201494_at","PRCP"
10944,"201495_x_at","MYH11"
10945,"201496_x_at","MYH11"
10946,"201497_x_at","MYH11"
10947,"201498_at","USP7"
10948,"201499_s_at","USP7"
10949,"201500_s_at","PPP1R11"
10950,"201501_s_at","GRSF1"
10951,"201502_s_at","NFKBIA"
10952,"201503_at","G3BP1"
10953,"201504_s_at","TSN"
10954,"201505_at","LAMB1"
10955,"201506_at","TGFBI"
10956,"201507_at","PFDN1"
10957,"201508_at","IGFBP4"
10958,"201509_at","IDH3B"
10959,"201510_at","ELF3"
10960,"201511_at","AAMP"
10961,"201512_s_at","TOMM70"
10962,"201513_at","TSN"
10963,"201514_s_at","G3BP1"
10964,"201515_s_at","TSN"
10965,"201516_at","SRM"
10966,"201517_at","NCBP2"
10967,"201518_at","CBX1"
10968,"201519_at","TOMM70"
10969,"201520_s_at","GRSF1"
10970,"201521_s_at","NCBP2"
10971,"201522_x_at","SNRPN"
10972,"201523_x_at","UBE2N"
10973,"201524_x_at","UBE2N"
10974,"201525_at","APOD"
10975,"201526_at","ARF5"
10976,"201527_at","ATP6V1F"
10977,"201528_at","RPA1"
10978,"201529_s_at","RPA1"
10979,"201530_x_at","EIF4A1"
10980,"201531_at","ZFP36"
10981,"201532_at","PSMA3"
10982,"201533_at","CTNNB1"
10983,"201534_s_at","UBL3"
10984,"201535_at","UBL3"
10985,"201536_at","DUSP3"
10986,"201537_s_at","DUSP3"
10987,"201538_s_at","DUSP3"
10988,"201539_s_at","FHL1"
10989,"201540_at","FHL1"
10990,"201541_s_at","ZNHIT1"
10991,"201542_at","SAR1A"
10992,"201543_s_at","SAR1A"
10993,"201544_x_at","PABPN1"
10994,"201545_s_at","PABPN1"
10995,"201546_at","TRIP12"
10996,"201547_at","KDM5B"
10997,"201548_s_at","KDM5B"
10998,"201549_x_at","KDM5B"
10999,"201550_x_at","ACTG1"
11000,"201551_s_at","LAMP1"
11001,"201552_at","LAMP1"
11002,"201553_s_at","LAMP1"
11003,"201554_x_at","GYG1"
11004,"201555_at","MCM3"
11005,"201556_s_at","VAMP2"
11006,"201557_at","VAMP2"
11007,"201558_at","RAE1"
11008,"201559_s_at","CLIC4"
11009,"201560_at","CLIC4"
11010,"201561_s_at","CLSTN1"
11011,"201562_s_at","SORD"
11012,"201563_at","SORD"
11013,"201564_s_at","FSCN1"
11014,"201565_s_at","ID2"
11015,"201566_x_at","ID2"
11016,"201567_s_at","GOLGA4"
11017,"201568_at","UQCRQ"
11018,"201569_s_at","SAMM50"
11019,"201570_at","SAMM50"
11020,"201571_s_at","DCTD"
11021,"201572_x_at","DCTD"
11022,"201573_s_at","ETF1"
11023,"201574_at","ETF1"
11024,"201575_at","SNW1"
11025,"201576_s_at","GLB1"
11026,"201577_at","NME1"
11027,"201578_at","PODXL"
11028,"201579_at","FAT1"
11029,"201580_s_at","TMX4"
11030,"201581_at","TMX4"
11031,"201582_at","SEC23B"
11032,"201583_s_at","SEC23B"
11033,"201584_s_at","DDX39A"
11034,"201585_s_at","SFPQ"
11035,"201586_s_at","SFPQ"
11036,"201587_s_at","IRAK1"
11037,"201588_at","TXNL1"
11038,"201589_at","SMC1A"
11039,"201590_x_at","ANXA2"
11040,"201591_s_at","NISCH"
11041,"201592_at","EIF3H"
11042,"201593_s_at","ZC3H15"
11043,"201594_s_at","PPP4R1"
11044,"201595_s_at","ZC3H15"
11045,"201596_x_at","KRT18"
11046,"201597_at","COX7A2"
11047,"201598_s_at","INPPL1"
11048,"201599_at","OAT"
11049,"201600_at","PHB2"
11050,"201601_x_at","IFITM1"
11051,"201602_s_at","PPP1R12A"
11052,"201603_at","PPP1R12A"
11053,"201604_s_at","PPP1R12A"
11054,"201605_x_at","CNN2"
11055,"201606_s_at","PWP1"
11056,"201607_at","PWP1"
11057,"201608_s_at","PWP1"
11058,"201609_x_at","ICMT"
11059,"201610_at","ICMT"
11060,"201611_s_at","ICMT"
11061,"201612_at","ALDH9A1"
11062,"201613_s_at","AP1G2"
11063,"201614_s_at","RUVBL1"
11064,"201615_x_at","CALD1"
11065,"201616_s_at","CALD1"
11066,"201617_x_at","CALD1"
11067,"201618_x_at","GPAA1"
11068,"201619_at","PRDX3"
11069,"201620_at","MBTPS1"
11070,"201621_at","NBL1"
11071,"201622_at","SND1"
11072,"201623_s_at","DARS1"
11073,"201624_at","DARS1"
11074,"201625_s_at","INSIG1"
11075,"201626_at","INSIG1"
11076,"201627_s_at","INSIG1"
11077,"201628_s_at","RRAGA"
11078,"201629_s_at","ACP1"
11079,"201630_s_at","ACP1"
11080,"201631_s_at","IER3"
11081,"201632_at","EIF2B1"
11082,"201633_s_at","CYB5B"
11083,"201634_s_at","CYB5B"
11084,"201635_s_at","FXR1"
11085,"201636_at","FXR1"
11086,"201637_s_at","FXR1"
11087,"201638_s_at","CPSF1"
11088,"201639_s_at","CPSF1"
11089,"201640_x_at","CLPTM1"
11090,"201641_at","BST2"
11091,"201642_at","IFNGR2"
11092,"201643_x_at","KDM3B"
11093,"201644_at","GFUS"
11094,"201645_at","TNC"
11095,"201646_at","SCARB2"
11096,"201647_s_at","SCARB2"
11097,"201648_at","JAK1"
11098,"201649_at","UBE2L6"
11099,"201650_at","KRT19"
11100,"201651_s_at","PACSIN2"
11101,"201652_at","COPS5"
11102,"201653_at","CNIH1"
11103,"201654_s_at","HSPG2"
11104,"201655_s_at","HSPG2"
11105,"201656_at","ITGA6"
11106,"201657_at","ARL1"
11107,"201658_at","ARL1"
11108,"201659_s_at","ARL1"
11109,"201660_at","ACSL3"
11110,"201661_s_at","ACSL3"
11111,"201662_s_at","ACSL3"
11112,"201663_s_at","SMC4"
11113,"201664_at","SMC4"
11114,"201665_x_at","RPS17"
11115,"201666_at","TIMP1"
11116,"201667_at","GJA1"
11117,"201668_x_at","MARCKS"
11118,"201669_s_at","MARCKS"
11119,"201670_s_at","MARCKS"
11120,"201671_x_at","USP14"
11121,"201672_s_at","USP14"
11122,"201673_s_at","GYS1"
11123,"201674_s_at","AKAP1"
11124,"201675_at","AKAP1"
11125,"201676_x_at","PSMA1"
11126,"201677_at","HMCES"
11127,"201678_s_at","HMCES"
11128,"201679_at","SRRT"
11129,"201680_x_at","SRRT"
11130,"201681_s_at","DLG5"
11131,"201682_at","PMPCB"
11132,"201683_x_at","TOX4"
11133,"201684_s_at","TOX4"
11134,"201685_s_at","TOX4"
11135,"201686_x_at","API5"
11136,"201687_s_at","API5"
11137,"201688_s_at","TPD52"
11138,"201689_s_at","TPD52"
11139,"201690_s_at","TPD52"
11140,"201691_s_at","TPD52"
11141,"201692_at","SIGMAR1"
11142,"201693_s_at","EGR1"
11143,"201694_s_at","EGR1"
11144,"201695_s_at","PNP"
11145,"201696_at","SRSF4"
11146,"201697_s_at","DNMT1"
11147,"201698_s_at","SRSF9"
11148,"201699_at","PSMC6"
11149,"201700_at","CCND3"
11150,"201701_s_at","PGRMC2"
11151,"201702_s_at","PPP1R10"
11152,"201703_s_at","PPP1R10"
11153,"201704_at","ENTPD6"
11154,"201705_at","PSMD7"
11155,"201706_s_at","PEX19"
11156,"201707_at","PEX19"
11157,"201708_s_at","NIPSNAP1"
11158,"201709_s_at","NIPSNAP1"
11159,"201710_at","MYBL2"
11160,"201711_x_at","RANBP2"
11161,"201712_s_at","RANBP2"
11162,"201713_s_at","RANBP2"
11163,"201714_at","TUBG1"
11164,"201715_s_at","ACIN1"
11165,"201716_at","SNX1"
11166,"201717_at","MRPL49"
11167,"201718_s_at","EPB41L2"
11168,"201719_s_at","EPB41L2"
11169,"201720_s_at","LAPTM5"
11170,"201721_s_at","LAPTM5"
11171,"201722_s_at","GALNT1"
11172,"201723_s_at","GALNT1"
11173,"201724_s_at","GALNT1"
11174,"201725_at","CDC123"
11175,"201726_at","ELAVL1"
11176,"201727_s_at","ELAVL1"
11177,"201728_s_at","BLTP2"
11178,"201729_s_at","BLTP2"
11179,"201730_s_at","TPR"
11180,"201731_s_at","TPR"
11181,"201732_s_at","CLCN3"
11182,"201733_at","CLCN3"
11183,"201734_at","CLCN3"
11184,"201735_s_at","CLCN3"
11185,"201736_s_at","MARCHF6"
11186,"201737_s_at","MARCHF6"
11187,"201738_at","EIF1B"
11188,"201739_at","SGK1"
11189,"201740_at","NDUFS3"
11190,"201741_x_at","SRSF1"
11191,"201742_x_at","SRSF1"
11192,"201743_at","CD14"
11193,"201744_s_at","LUM"
11194,"201745_at","TWF1"
11195,"201746_at","TP53"
11196,"201747_s_at","SAFB"
11197,"201748_s_at","SAFB"
11198,"201749_at","ECE1"
11199,"201750_s_at","ECE1"
11200,"201751_at","JOSD1"
11201,"201752_s_at","ADD3"
11202,"201753_s_at","ADD3"
11203,"201754_at","COX6C"
11204,"201755_at","MCM5"
11205,"201756_at","RPA2"
11206,"201757_at","NDUFS5"
11207,"201758_at","TSG101"
11208,"201759_at","TBCD"
11209,"201760_s_at","WSB2"
11210,"201761_at","MTHFD2"
11211,"201762_s_at","PSME2"
11212,"201763_s_at","DAXX"
11213,"201764_at","TMEM106C"
11214,"201765_s_at","HEXA"
11215,"201766_at","ELAC2"
11216,"201767_s_at","ELAC2"
11217,"201768_s_at","CLINT1"
11218,"201769_at","CLINT1"
11219,"201770_at","SNRPA"
11220,"201771_at","SCAMP3"
11221,"201772_at","AZIN1"
11222,"201773_at","ADNP"
11223,"201774_s_at","NCAPD2"
11224,"201775_s_at","EFCAB14"
11225,"201776_s_at","EFCAB14"
11226,"201777_s_at","EFCAB14"
11227,"201778_s_at","EFCAB14"
11228,"201779_s_at","RNF13"
11229,"201780_s_at","RNF13"
11230,"201781_s_at","AIP"
11231,"201782_s_at","AIP"
11232,"201783_s_at","RELA"
11233,"201784_s_at","C11orf58"
11234,"201785_at","RNASE1"
11235,"201786_s_at","ADAR"
11236,"201787_at","FBLN1"
11237,"201788_at","DDX42"
11238,"201789_at","DHRS7"
11239,"201790_s_at","DHCR7"
11240,"201791_s_at","DHCR7"
11241,"201792_at","AEBP1"
11242,"201793_x_at","SMG7"
11243,"201794_s_at","SMG7"
11244,"201795_at","LBR"
11245,"201796_s_at","VARS1"
11246,"201797_s_at","VARS1"
11247,"201798_s_at","MYOF"
11248,"201799_s_at","OSBP"
11249,"201800_s_at","OSBP"
11250,"201801_s_at","SLC29A1"
11251,"201802_at","SLC29A1"
11252,"201803_at","POLR2B"
11253,"201804_x_at","TBCB"
11254,"201805_at","PRKAG1"
11255,"201806_s_at","ATXN2L"
11256,"201807_at","VPS26A"
11257,"201808_s_at","ENG"
11258,"201809_s_at","ENG"
11259,"201810_s_at","SH3BP5"
11260,"201811_x_at","SH3BP5"
11261,"201812_s_at","TOMM7"
11262,"201813_s_at","TBC1D5"
11263,"201814_at","TBC1D5"
11264,"201815_s_at","TBC1D5"
11265,"201816_s_at","NIPSNAP2"
11266,"201817_at","UBE3C"
11267,"201818_at","LPCAT1"
11268,"201819_at","SCARB1"
11269,"201820_at","KRT5"
11270,"201821_s_at","TIMM17A"
11271,"201822_at","TIMM17A"
11272,"201823_s_at","RNF14"
11273,"201824_at","RNF14"
11274,"201825_s_at","SCCPDH"
11275,"201826_s_at","SCCPDH"
11276,"201827_at","SMARCD2"
11277,"201828_x_at","RTL8C"
11278,"201829_at","NET1"
11279,"201830_s_at","NET1"
11280,"201831_s_at","USO1"
11281,"201832_s_at","USO1"
11282,"201833_at","HDAC2"
11283,"201834_at","PRKAB1"
11284,"201835_s_at","PRKAB1"
11285,"201836_s_at","SUPT7L"
11286,"201837_s_at","SUPT7L"
11287,"201838_s_at","SUPT7L"
11288,"201839_s_at","EPCAM"
11289,"201840_at","NEDD8"
11290,"201841_s_at","HSPB1"
11291,"201842_s_at","EFEMP1"
11292,"201843_s_at","EFEMP1"
11293,"201844_s_at","RYBP"
11294,"201845_s_at","RYBP"
11295,"201846_s_at","RYBP"
11296,"201847_at","LIPA"
11297,"201848_s_at","BNIP3"
11298,"201849_at","BNIP3"
11299,"201850_at","CAPG"
11300,"201851_at","SH3GL1"
11301,"201852_x_at","COL3A1"
11302,"201853_s_at","CDC25B"
11303,"201854_s_at","ATMIN"
11304,"201855_s_at","ATMIN"
11305,"201856_s_at","ZFR"
11306,"201857_at","ZFR"
11307,"201858_s_at","SRGN"
11308,"201859_at","SRGN"
11309,"201860_s_at","PLAT"
11310,"201861_s_at","LRRFIP1"
11311,"201862_s_at","LRRFIP1"
11312,"201863_at","FAM32A"
11313,"201864_at","GDI1"
11314,"201865_x_at","NR3C1"
11315,"201866_s_at","NR3C1"
11316,"201867_s_at","TBL1X"
11317,"201868_s_at","TBL1X"
11318,"201869_s_at","TBL1X"
11319,"201870_at","TOMM34"
11320,"201871_s_at","UBXN1"
11321,"201872_s_at","ABCE1"
11322,"201873_s_at","ABCE1"
11323,"201874_at","MPZL1"
11324,"201875_s_at","MPZL1"
11325,"201876_at","PON2"
11326,"201877_s_at","PPP2R5C"
11327,"201878_at","ARIH1"
11328,"201879_at","ARIH1"
11329,"201880_at","ARIH1"
11330,"201881_s_at","ARIH1"
11331,"201882_x_at","B4GALT1"
11332,"201883_s_at","B4GALT1"
11333,"201884_at","CEACAM5"
11334,"201885_s_at","CYB5R3"
11335,"201886_at","DCAF11"
11336,"201887_at","IL13RA1"
11337,"201888_s_at","IL13RA1"
11338,"201889_at","FAM3C"
11339,"201890_at","RRM2"
11340,"201891_s_at","B2M"
11341,"201892_s_at","IMPDH2"
11342,"201893_x_at","DCN"
11343,"201894_s_at","DCN"
11344,"201895_at","ARAF"
11345,"201896_s_at","PSRC1"
11346,"201897_s_at","CKS1B"
11347,"201898_s_at","UBE2A"
11348,"201899_s_at","UBE2A"
11349,"201900_s_at","AKR1A1"
11350,"201901_s_at","YY1"
11351,"201902_s_at","YY1"
11352,"201903_at","UQCRC1"
11353,"201904_s_at","CTDSPL"
11354,"201905_s_at","CTDSPL"
11355,"201906_s_at","CTDSPL"
11356,"201907_x_at","DVL3"
11357,"201908_at","DVL3"
11358,"201909_at","RPS4Y1"
11359,"201910_at","FARP1"
11360,"201911_s_at","FARP1"
11361,"201912_s_at","GSPT1"
11362,"201913_s_at","COASY"
11363,"201914_s_at","SEC63"
11364,"201915_at","SEC63"
11365,"201916_s_at","SEC63"
11366,"201917_s_at","SLC25A36"
11367,"201918_at","SLC25A36"
11368,"201919_at","SLC25A36"
11369,"201920_at","SLC20A1"
11370,"201921_at","DNAJC25-GNG10"
11371,"201922_at","NSA2"
11372,"201923_at","PRDX4"
11373,"201924_at","AFF1"
11374,"201925_s_at","CD55"
11375,"201926_s_at","CD55"
11376,"201927_s_at","PKP4"
11377,"201928_at","PKP4"
11378,"201929_s_at","PKP4"
11379,"201930_at","MCM6"
11380,"201931_at","ETFA"
11381,"201932_at","LRRC41"
11382,"201933_at","CHMP1A"
11383,"201934_at","WDR82"
11384,"201935_s_at","EIF4G3"
11385,"201936_s_at","EIF4G3"
11386,"201937_s_at","DNPEP"
11387,"201938_at","CDK2AP1"
11388,"201939_at","PLK2"
11389,"201940_at","CPD"
11390,"201941_at","CPD"
11391,"201942_s_at","CPD"
11392,"201943_s_at","CPD"
11393,"201944_at","HEXB"
11394,"201945_at","FURIN"
11395,"201946_s_at","CCT2"
11396,"201947_s_at","CCT2"
11397,"201948_at","GNL2"
11398,"201949_x_at","CAPZB"
11399,"201950_x_at","CAPZB"
11400,"201951_at","ALCAM"
11401,"201952_at","ALCAM"
11402,"201953_at","CIB1"
11403,"201954_at","ARPC1B"
11404,"201955_at","CCNC"
11405,"201956_s_at","GNPAT"
11406,"201957_at","PPP1R12B"
11407,"201958_s_at","PPP1R12B"
11408,"201959_s_at","MYCBP2"
11409,"201960_s_at","MYCBP2"
11410,"201961_s_at","RNF41"
11411,"201962_s_at","RNF41"
11412,"201963_at","ACSL1"
11413,"201964_at","SETX"
11414,"201965_s_at","SETX"
11415,"201966_at","NDUFS2"
11416,"201967_at","RBM6"
11417,"201968_s_at","PGM1"
11418,"201969_at","NASP"
11419,"201970_s_at","NASP"
11420,"201971_s_at","ATP6V1A"
11421,"201972_at","ATP6V1A"
11422,"201973_s_at","CCZ1"
11423,"201974_s_at","CCZ1"
11424,"201975_at","CLIP1"
11425,"201976_s_at","MYO10"
11426,"201977_s_at","DELE1"
11427,"201978_s_at","DELE1"
11428,"201979_s_at","PPP5C"
11429,"201980_s_at","RSU1"
11430,"201981_at","PAPPA"
11431,"201982_s_at","PAPPA"
11432,"201983_s_at","EGFR"
11433,"201984_s_at","EGFR"
11434,"201985_at","WASHC5"
11435,"201986_at","MED13"
11436,"201987_at","MED13"
11437,"201988_s_at","CREBL2"
11438,"201989_s_at","CREBL2"
11439,"201990_s_at","CREBL2"
11440,"201991_s_at","KIF5B"
11441,"201992_s_at","KIF5B"
11442,"201993_x_at","HNRNPDL"
11443,"201994_at","MORF4L2"
11444,"201995_at","EXT1"
11445,"201996_s_at","SPEN"
11446,"201997_s_at","SPEN"
11447,"201998_at","ST6GAL1"
11448,"201999_s_at","DYNLT1"
11449,"202000_at","NDUFA6"
11450,"202001_s_at","NDUFA6"
11451,"202002_at","ACAA2"
11452,"202003_s_at","ACAA2"
11453,"202004_x_at","SDHC"
11454,"202005_at","ST14"
11455,"202006_at","PTPN12"
11456,"202007_at","NID1"
11457,"202008_s_at","NID1"
11458,"202009_at","TWF2"
11459,"202010_s_at","ZNF410"
11460,"202011_at","TJP1"
11461,"202012_s_at","EXT2"
11462,"202013_s_at","EXT2"
11463,"202014_at","PPP1R15A"
11464,"202015_x_at","METAP2"
11465,"202016_at","MEST"
11466,"202017_at","EPHX1"
11467,"202018_s_at","LTF"
11468,"202019_s_at","LANCL1"
11469,"202020_s_at","LANCL1"
11470,"202021_x_at","EIF1"
11471,"202022_at","ALDOC"
11472,"202023_at","EFNA1"
11473,"202024_at","GET3"
11474,"202025_x_at","ACAA1"
11475,"202026_at","SDHD"
11476,"202027_at","TMEM184B"
11477,"202028_s_at","RPL38"
11478,"202029_x_at","RPL38"
11479,"202030_at","BCKDK"
11480,"202031_s_at","WIPI2"
11481,"202032_s_at","MAN2A2"
11482,"202033_s_at","RB1CC1"
11483,"202034_x_at","RB1CC1"
11484,"202035_s_at","SFRP1"
11485,"202036_s_at","SFRP1"
11486,"202037_s_at","SFRP1"
11487,"202038_at","UBE4A"
11488,"202039_at","MYO18A"
11489,"202040_s_at","KDM5A"
11490,"202041_s_at","FIBP"
11491,"202042_at","HARS1"
11492,"202043_s_at","SMS"
11493,"202044_at","ARHGAP35"
11494,"202045_s_at","ARHGAP35"
11495,"202046_s_at","ARHGAP35"
11496,"202047_s_at","CBX6"
11497,"202048_s_at","CBX6"
11498,"202049_s_at","ZMYM4"
11499,"202050_s_at","ZMYM4"
11500,"202051_s_at","ZMYM4"
11501,"202052_s_at","RAI14"
11502,"202053_s_at","ALDH3A2"
11503,"202054_s_at","ALDH3A2"
11504,"202055_at","KPNA1"
11505,"202056_at","KPNA1"
11506,"202057_at","KPNA1"
11507,"202058_s_at","KPNA1"
11508,"202059_s_at","KPNA1"
11509,"202060_at","CTR9"
11510,"202061_s_at","SEL1L"
11511,"202062_s_at","SEL1L"
11512,"202063_s_at","SEL1L"
11513,"202064_s_at","SEL1L"
11514,"202065_s_at","PPFIA1"
11515,"202066_at","PPFIA1"
11516,"202067_s_at","LDLR"
11517,"202068_s_at","LDLR"
11518,"202069_s_at","IDH3A"
11519,"202070_s_at","IDH3A"
11520,"202071_at","SDC4"
11521,"202072_at","HNRNPL"
11522,"202073_at","OPTN"
11523,"202074_s_at","OPTN"
11524,"202075_s_at","PLTP"
11525,"202076_at","BIRC2"
11526,"202077_at","NDUFAB1"
11527,"202078_at","COPS3"
11528,"202079_s_at","TRAK1"
11529,"202080_s_at","TRAK1"
11530,"202081_at","IER2"
11531,"202082_s_at","SEC14L1"
11532,"202083_s_at","SEC14L1"
11533,"202084_s_at","SEC14L1"
11534,"202085_at","TJP2"
11535,"202086_at","MX1"
11536,"202087_s_at","CTSL"
11537,"202088_at","SLC39A6"
11538,"202089_s_at","SLC39A6"
11539,"202090_s_at","UQCR11"
11540,"202091_at","ARL2BP"
11541,"202092_s_at","ARL2BP"
11542,"202093_s_at","PAF1"
11543,"202094_at","BIRC5"
11544,"202095_s_at","BIRC5"
11545,"202096_s_at","TSPO"
11546,"202097_at","NUP153"
11547,"202098_s_at","PRMT2"
11548,"202099_s_at","DGCR2"
11549,"202100_at","RALB"
11550,"202101_s_at","RALB"
11551,"202102_s_at","BRD4"
11552,"202103_at","BRD4"
11553,"202104_s_at","SPG7"
11554,"202105_at","IGBP1"
11555,"202106_at","GOLGA3"
11556,"202107_s_at","MCM2"
11557,"202108_at","PEPD"
11558,"202109_at","ARFIP2"
11559,"202110_at","COX7B"
11560,"202111_at","SLC4A2"
11561,"202112_at","VWF"
11562,"202113_s_at","SNX2"
11563,"202114_at","SNX2"
11564,"202115_s_at","NOC2L"
